Gene Symbol,Gene ID,PCC,Tumor
ARMT1,ENSG00000146476.10,0.37,BLCA Tumor
LILRB4,ENSG00000186818.12,0.37,BLCA Tumor
NLRC3,ENSG00000167984.16,0.37,BLCA Tumor
TRGC1,ENSG00000211689.6,0.37,BLCA Tumor
KLRD1,ENSG00000134539.16,0.37,BLCA Tumor
EOMES,ENSG00000163508.12,0.37,BLCA Tumor
ATP6V1D,ENSG00000100554.11,0.37,BLCA Tumor
ZNF683,ENSG00000176083.17,0.37,BLCA Tumor
CASP10,ENSG00000003400.14,0.37,BLCA Tumor
PSME2P2,ENSG00000225131.2,0.37,BLCA Tumor
SGK3,ENSG00000104205.12,0.37,BLCA Tumor
XRN1,ENSG00000114127.10,0.37,BLCA Tumor
AC007278.3,ENSG00000234389.1,0.37,BLCA Tumor
GVINP1,ENSG00000254838.5,0.37,BLCA Tumor
TAP2,ENSG00000204267.13,0.37,BLCA Tumor
HAPLN3,ENSG00000140511.11,0.37,BLCA Tumor
P2RY13,ENSG00000181631.6,0.37,BLCA Tumor
TRANK1,ENSG00000168016.13,0.37,BLCA Tumor
PLSCR1,ENSG00000188313.12,0.37,BLCA Tumor
SETX,ENSG00000107290.13,0.36,BLCA Tumor
SLC18B1,ENSG00000146409.10,0.36,BLCA Tumor
CYBB,ENSG00000165168.7,0.36,BLCA Tumor
PDCD1,ENSG00000188389.10,0.36,BLCA Tumor
ITK,ENSG00000113263.12,0.36,BLCA Tumor
STAT2,ENSG00000170581.13,0.36,BLCA Tumor
SIGLEC10,ENSG00000142512.14,0.36,BLCA Tumor
CCL3,ENSG00000277632.1,0.36,BLCA Tumor
PTGES3P1,ENSG00000234518.2,0.36,BLCA Tumor
MLKL,ENSG00000168404.12,0.36,BLCA Tumor
BIN2,ENSG00000110934.10,0.36,BLCA Tumor
IL15RA,ENSG00000134470.19,0.36,BLCA Tumor
GPR25,ENSG00000170128.3,0.36,BLCA Tumor
FBXO6,ENSG00000116663.10,0.36,BLCA Tumor
TRAV22,ENSG00000211802.3,0.36,BLCA Tumor
RP3-370M22.8,ENSG00000225528.1,0.36,BLCA Tumor
CD38,ENSG00000004468.12,0.36,BLCA Tumor
GIMAP4,ENSG00000133574.9,0.36,BLCA Tumor
IFI35,ENSG00000068079.7,0.36,BLCA Tumor
CD86,ENSG00000114013.15,0.36,BLCA Tumor
TRAV19,ENSG00000211799.3,0.36,BLCA Tumor
DDX58,ENSG00000107201.9,0.36,BLCA Tumor
TRGV3,ENSG00000211699.2,0.36,BLCA Tumor
TMEM140,ENSG00000146859.6,0.36,BLCA Tumor
HLA-DRB6,ENSG00000229391.7,0.36,BLCA Tumor
EAPP,ENSG00000129518.8,0.36,BLCA Tumor
AC093063.2,ENSG00000268088.1,0.36,BLCA Tumor
COMMD10,ENSG00000145781.8,0.36,BLCA Tumor
CASP1,ENSG00000137752.22,0.36,BLCA Tumor
GPBP1,ENSG00000062194.15,0.36,BLCA Tumor
TRBV6-5,ENSG00000211721.2,0.36,BLCA Tumor
TMEM106A,ENSG00000184988.8,0.36,BLCA Tumor
TLR8,ENSG00000101916.11,0.36,BLCA Tumor
STAT4,ENSG00000138378.17,0.36,BLCA Tumor
OAS3,ENSG00000111331.12,0.36,BLCA Tumor
GSKIP,ENSG00000100744.14,0.36,BLCA Tumor
MB21D1,ENSG00000164430.15,0.36,BLCA Tumor
HLA-A,ENSG00000206503.11,0.36,BLCA Tumor
PPP2R5E,ENSG00000154001.13,0.36,BLCA Tumor
INPP1,ENSG00000151689.12,0.36,BLCA Tumor
MNAT1,ENSG00000020426.10,0.36,BLCA Tumor
CD226,ENSG00000150637.8,0.36,BLCA Tumor
GBP3,ENSG00000117226.11,0.36,BLCA Tumor
MARCH1,ENSG00000145416.13,0.36,BLCA Tumor
TOP1,ENSG00000198900.5,0.36,BLCA Tumor
STYX,ENSG00000198252.11,0.36,BLCA Tumor
HMGB3P32,ENSG00000260828.1,0.36,BLCA Tumor
CLEC6A,ENSG00000205846.3,0.36,BLCA Tumor
SRP19,ENSG00000153037.12,0.35,BLCA Tumor
ZCCHC2,ENSG00000141664.9,0.35,BLCA Tumor
TRAV6,ENSG00000211780.3,0.35,BLCA Tumor
DDX5,ENSG00000108654.11,0.35,BLCA Tumor
FBXO34,ENSG00000178974.9,0.35,BLCA Tumor
SYNJ2BP,ENSG00000213463.4,0.35,BLCA Tumor
IL2RB,ENSG00000100385.13,0.35,BLCA Tumor
RP11-686D22.10,ENSG00000267554.1,0.35,BLCA Tumor
RPL4P1,ENSG00000240954.1,0.35,BLCA Tumor
NFAM1,ENSG00000235568.6,0.35,BLCA Tumor
GCA,ENSG00000115271.10,0.35,BLCA Tumor
EXOC5,ENSG00000070367.15,0.35,BLCA Tumor
CCDC88C,ENSG00000015133.18,0.35,BLCA Tumor
MYO1F,ENSG00000142347.16,0.35,BLCA Tumor
DAZAP2,ENSG00000183283.15,0.35,BLCA Tumor
TRBV9,ENSG00000211716.2,0.35,BLCA Tumor
GNGT2,ENSG00000167083.6,0.35,BLCA Tumor
MATR3,ENSG00000015479.17,0.35,BLCA Tumor
LACTB,ENSG00000103642.11,0.35,BLCA Tumor
PIK3R5,ENSG00000141506.13,0.35,BLCA Tumor
RP11-44K6.4,ENSG00000254287.1,0.35,BLCA Tumor
LGALS9,ENSG00000168961.16,0.35,BLCA Tumor
LILRA6,ENSG00000244482.9,0.35,BLCA Tumor
TRAV12-1,ENSG00000211785.1,0.35,BLCA Tumor
IRF9,ENSG00000213928.8,0.35,BLCA Tumor
IL21R,ENSG00000103522.15,0.35,BLCA Tumor
IL10RA,ENSG00000110324.9,0.35,BLCA Tumor
MSL3,ENSG00000005302.17,0.35,BLCA Tumor
HLA-DPA1,ENSG00000231389.7,0.35,BLCA Tumor
TRAPPC13,ENSG00000113597.17,0.35,BLCA Tumor
OAS2,ENSG00000111335.12,0.35,BLCA Tumor
TRBV27,ENSG00000211752.3,0.35,BLCA Tumor
DCTN4,ENSG00000132912.12,0.35,BLCA Tumor
FAM49B,ENSG00000153310.18,0.35,BLCA Tumor
CD247,ENSG00000198821.10,0.35,BLCA Tumor
GIMAP5,ENSG00000196329.10,0.35,BLCA Tumor
CNDP2,ENSG00000133313.14,0.35,BLCA Tumor
PCGF5,ENSG00000180628.14,0.35,BLCA Tumor
PAPD4,ENSG00000164329.13,0.35,BLCA Tumor
CGRRF1,ENSG00000100532.11,0.35,BLCA Tumor
RP11-532F6.3,ENSG00000272463.1,0.35,BLCA Tumor
IGSF6,ENSG00000140749.8,0.35,BLCA Tumor
KCTD14,ENSG00000151364.15,0.35,BLCA Tumor
RAB27A,ENSG00000069974.15,0.35,BLCA Tumor
SAMSN1,ENSG00000155307.17,0.35,BLCA Tumor
CMTR1,ENSG00000137200.12,0.35,BLCA Tumor
CAAP1,ENSG00000120159.11,0.35,BLCA Tumor
LINC00996,ENSG00000242258.1,0.34,BLCA Tumor
VEZT,ENSG00000028203.17,0.34,BLCA Tumor
JKAMP,ENSG00000050130.17,0.34,BLCA Tumor
CARD16,ENSG00000204397.7,0.34,BLCA Tumor
SNX20,ENSG00000167208.14,0.34,BLCA Tumor
ATG3,ENSG00000144848.10,0.34,BLCA Tumor
PPP2CA,ENSG00000113575.9,0.34,BLCA Tumor
PSMB8-AS1,ENSG00000204261.8,0.34,BLCA Tumor
GPR141,ENSG00000187037.8,0.34,BLCA Tumor
PGGT1B,ENSG00000164219.9,0.34,BLCA Tumor
FCGR3A,ENSG00000203747.9,0.34,BLCA Tumor
MICB,ENSG00000204516.9,0.34,BLCA Tumor
STAT3,ENSG00000168610.14,0.34,BLCA Tumor
CCDC125,ENSG00000183323.12,0.34,BLCA Tumor
SLC25A46,ENSG00000164209.16,0.34,BLCA Tumor
TRAF1,ENSG00000056558.10,0.34,BLCA Tumor
LILRB3,ENSG00000204577.11,0.34,BLCA Tumor
TAPBP,ENSG00000231925.11,0.34,BLCA Tumor
TRAV1-2,ENSG00000256553.1,0.34,BLCA Tumor
GAB3,ENSG00000160219.11,0.34,BLCA Tumor
DOK2,ENSG00000147443.12,0.34,BLCA Tumor
ZFYVE26,ENSG00000072121.15,0.34,BLCA Tumor
ZNF267,ENSG00000185947.14,0.34,BLCA Tumor
BAK1,ENSG00000030110.12,0.34,BLCA Tumor
MIER1,ENSG00000198160.14,0.34,BLCA Tumor
ARID4A,ENSG00000032219.18,0.34,BLCA Tumor
CX3CL1,ENSG00000006210.6,0.34,BLCA Tumor
GIMAP6,ENSG00000133561.15,0.34,BLCA Tumor
SP140L,ENSG00000185404.16,0.34,BLCA Tumor
FKBP3,ENSG00000100442.10,0.34,BLCA Tumor
TRAT1,ENSG00000163519.13,0.34,BLCA Tumor
RGL4,ENSG00000159496.14,0.34,BLCA Tumor
LAIR1,ENSG00000167613.15,0.34,BLCA Tumor
HLA-DMA,ENSG00000204257.14,0.34,BLCA Tumor
PSMA6,ENSG00000100902.10,0.34,BLCA Tumor
SP140,ENSG00000079263.18,0.34,BLCA Tumor
CHORDC1,ENSG00000110172.11,0.34,BLCA Tumor
LYSMD3,ENSG00000176018.12,0.34,BLCA Tumor
GTF2A1,ENSG00000165417.11,0.34,BLCA Tumor
HMGB1P17,ENSG00000217482.2,0.34,BLCA Tumor
RNF34,ENSG00000170633.16,0.34,BLCA Tumor
PDP1,ENSG00000164951.15,0.34,BLCA Tumor
RAPGEF6,ENSG00000158987.19,0.34,BLCA Tumor
CCNK,ENSG00000090061.17,0.34,BLCA Tumor
SRP54,ENSG00000100883.11,0.34,BLCA Tumor
SLC15A3,ENSG00000110446.9,0.34,BLCA Tumor
FMNL1,ENSG00000184922.13,0.34,BLCA Tumor
CASP7,ENSG00000165806.19,0.34,BLCA Tumor
BCL2A1,ENSG00000140379.7,0.34,BLCA Tumor
MOB1A,ENSG00000114978.17,0.34,BLCA Tumor
MITD1,ENSG00000158411.10,0.34,BLCA Tumor
RIPK1,ENSG00000137275.13,0.34,BLCA Tumor
TRBV4-1,ENSG00000211710.3,0.34,BLCA Tumor
ZNF207,ENSG00000010244.16,0.34,BLCA Tumor
DENND1C,ENSG00000205744.9,0.34,BLCA Tumor
LINS,ENSG00000140471.16,0.34,BLCA Tumor
LIN52,ENSG00000205659.10,0.33,BLCA Tumor
FAM91A1,ENSG00000176853.15,0.33,BLCA Tumor
YTHDC2,ENSG00000047188.15,0.33,BLCA Tumor
ZNF410,ENSG00000119725.17,0.33,BLCA Tumor
ZSWIM6,ENSG00000130449.5,0.33,BLCA Tumor
TRAV14DV4,ENSG00000211792.2,0.33,BLCA Tumor
CNOT8,ENSG00000155508.13,0.33,BLCA Tumor
MPP5,ENSG00000072415.8,0.33,BLCA Tumor
VCPIP1,ENSG00000175073.7,0.33,BLCA Tumor
STRN3,ENSG00000196792.11,0.33,BLCA Tumor
PTPRC,ENSG00000081237.18,0.33,BLCA Tumor
AREL1,ENSG00000119682.16,0.33,BLCA Tumor
ATP6V0A2,ENSG00000185344.13,0.33,BLCA Tumor
TRBV12-3,ENSG00000274752.1,0.33,BLCA Tumor
ARHGAP5,ENSG00000100852.12,0.33,BLCA Tumor
RNF213,ENSG00000173821.19,0.33,BLCA Tumor
ACTR3,ENSG00000115091.11,0.33,BLCA Tumor
SLC35A5,ENSG00000138459.8,0.33,BLCA Tumor
ZNF672,ENSG00000171161.12,0.33,BLCA Tumor
IL15,ENSG00000164136.16,0.33,BLCA Tumor
ISOC1,ENSG00000066583.11,0.33,BLCA Tumor
IFIT2,ENSG00000119922.8,0.33,BLCA Tumor
TRGV5,ENSG00000211697.3,0.33,BLCA Tumor
C11orf58,ENSG00000110696.9,0.33,BLCA Tumor
SIRT1,ENSG00000096717.11,0.33,BLCA Tumor
LSM12,ENSG00000161654.9,0.33,BLCA Tumor
GNLY,ENSG00000115523.16,0.33,BLCA Tumor
CRTAM,ENSG00000109943.8,0.33,BLCA Tumor
RP2,ENSG00000102218.5,0.33,BLCA Tumor
AC069363.1,ENSG00000277089.4,0.33,BLCA Tumor
DYNLT1,ENSG00000146425.10,0.33,BLCA Tumor
ZNF354A,ENSG00000169131.10,0.33,BLCA Tumor
KLRC4-KLRK1,ENSG00000255819.6,0.33,BLCA Tumor
CD6,ENSG00000013725.14,0.33,BLCA Tumor
CARD8-AS1,ENSG00000268001.1,0.33,BLCA Tumor
LARP4,ENSG00000161813.20,0.33,BLCA Tumor
USP18,ENSG00000184979.9,0.33,BLCA Tumor
ALPK1,ENSG00000073331.17,0.33,BLCA Tumor
TRBV29-1,ENSG00000232869.2,0.33,BLCA Tumor
TRAV24,ENSG00000211805.1,0.33,BLCA Tumor
RBM22,ENSG00000086589.11,0.33,BLCA Tumor
GPRIN3,ENSG00000185477.4,0.33,BLCA Tumor
ZBTB2,ENSG00000181472.4,0.33,BLCA Tumor
LILRP1,ENSG00000186152.6,0.33,BLCA Tumor
HNRNPA2B1,ENSG00000122566.20,0.33,BLCA Tumor
COQ10B,ENSG00000115520.8,0.33,BLCA Tumor
PARP12,ENSG00000059378.12,0.33,BLCA Tumor
NCOA7,ENSG00000111912.18,0.33,BLCA Tumor
H2AFY,ENSG00000113648.16,0.33,BLCA Tumor
SIRPD,ENSG00000125900.12,0.33,BLCA Tumor
HNRNPLL,ENSG00000143889.15,0.33,BLCA Tumor
DCK,ENSG00000156136.9,0.33,BLCA Tumor
RP11-327F22.1,ENSG00000260929.1,0.33,BLCA Tumor
HLA-H,ENSG00000206341.7,0.33,BLCA Tumor
SLFN5,ENSG00000166750.9,0.33,BLCA Tumor
GIMAP7,ENSG00000179144.4,0.33,BLCA Tumor
AF127936.5,ENSG00000226751.2,0.33,BLCA Tumor
HLA-C,ENSG00000204525.14,0.33,BLCA Tumor
TOPORS,ENSG00000197579.7,0.33,BLCA Tumor
FOXP3,ENSG00000049768.14,0.33,BLCA Tumor
SMIM15,ENSG00000188725.7,0.33,BLCA Tumor
AGGF1,ENSG00000164252.12,0.33,BLCA Tumor
ABCD2,ENSG00000173208.3,0.33,BLCA Tumor
TTC5,ENSG00000136319.11,0.33,BLCA Tumor
C1QB,ENSG00000173369.15,0.33,BLCA Tumor
SLC30A7,ENSG00000162695.11,0.33,BLCA Tumor
PTPN22,ENSG00000134242.15,0.33,BLCA Tumor
DTWD2,ENSG00000169570.9,0.33,BLCA Tumor
PARP3,ENSG00000041880.14,0.33,BLCA Tumor
ALKBH1,ENSG00000100601.9,0.33,BLCA Tumor
TTC16,ENSG00000167094.15,0.33,BLCA Tumor
ZFYVE16,ENSG00000039319.16,0.33,BLCA Tumor
CD84,ENSG00000066294.14,0.33,BLCA Tumor
TNFRSF9,ENSG00000049249.8,0.33,BLCA Tumor
DCAF5,ENSG00000139990.17,0.33,BLCA Tumor
DRAM1,ENSG00000136048.13,0.33,BLCA Tumor
C1QC,ENSG00000159189.11,0.33,BLCA Tumor
SRSF3,ENSG00000112081.16,0.32,BLCA Tumor
GRIPAP1,ENSG00000068400.13,0.32,BLCA Tumor
ZDHHC21,ENSG00000175893.11,0.32,BLCA Tumor
SNX10,ENSG00000086300.15,0.32,BLCA Tumor
C5orf15,ENSG00000113583.7,0.32,BLCA Tumor
LILRA1,ENSG00000104974.10,0.32,BLCA Tumor
APOBEC3D,ENSG00000243811.7,0.32,BLCA Tumor
CAB39,ENSG00000135932.10,0.32,BLCA Tumor
PPA1,ENSG00000180817.11,0.32,BLCA Tumor
BCAS2,ENSG00000116752.5,0.32,BLCA Tumor
RP11-121A8.1,ENSG00000272908.1,0.32,BLCA Tumor
KIR3DX1,ENSG00000104970.10,0.32,BLCA Tumor
MIS18BP1,ENSG00000129534.13,0.32,BLCA Tumor
VPS13C,ENSG00000129003.15,0.32,BLCA Tumor
CASP8,ENSG00000064012.21,0.32,BLCA Tumor
HLA-DRB1,ENSG00000196126.10,0.32,BLCA Tumor
ELMSAN1,ENSG00000156030.12,0.32,BLCA Tumor
SRFBP1,ENSG00000151304.5,0.32,BLCA Tumor
PGBD4P1,ENSG00000244273.1,0.32,BLCA Tumor
TAGAP,ENSG00000164691.16,0.32,BLCA Tumor
ARHGAP25,ENSG00000163219.11,0.32,BLCA Tumor
AIM2,ENSG00000163568.13,0.32,BLCA Tumor
ACKR4,ENSG00000129048.6,0.32,BLCA Tumor
RASAL3,ENSG00000105122.12,0.32,BLCA Tumor
ZCCHC9,ENSG00000131732.11,0.32,BLCA Tumor
DMXL1,ENSG00000172869.14,0.32,BLCA Tumor
PPM1A,ENSG00000100614.17,0.32,BLCA Tumor
PDE6D,ENSG00000156973.13,0.32,BLCA Tumor
CHMP5,ENSG00000086065.13,0.32,BLCA Tumor
CEP120,ENSG00000168944.15,0.32,BLCA Tumor
